tamaño_m2,precio_cop,fecha_construccion,barrio,antiguedad,habitaciones
54,179500000,2004,Niquia,21,3
59,225000000,2018,Fontidueno,7,2
58,180000000,1997,Fontidueno,28,3
54,160400000,2000,Paris,25,3
61,218400000,2017,Paris,8,4
58,147900000,1973,Fontidueno,52,2
65,238600000,2019,Bellavista,6,4
120,492400000,1983,La Madera,42,4
49,130300000,2005,Paris,20,2
55,199600000,2011,La Cumbre,14,2
50,117900000,1995,Nueva Jerusalén,30,3
71,281200000,1978,Centro,47,3
49,111400000,1997,La Gabriela,28,2
64,197100000,1992,Bellavista,33,4
76,282900000,1976,Santa Ana,49,4
51,108900000,1982,La Cabanita,43,2
120,687200000,2021,La Madera,4,4
53,158600000,2018,Granjas de Te,7,2
85,356400000,1997,Perez,28,3
61,194500000,2003,La Cumbre,22,3
120,671300000,2018,La Madera,7,3
65,242400000,2020,Fontidueno,5,4
80,366100000,2002,Perez,23,4
58,210700000,2016,Niquia,9,2
65,162900000,1973,Fontidueno,52,4
55,151800000,2012,La Cabanita,13,3
65,199300000,1995,Bellavista,30,3
61,182500000,1996,Fontidueno,29,2
58,156500000,1984,La Cumbre,41,3
84,418300000,2013,Santa Ana,12,4
48,135000000,2016,Paris,9,3
180,995700000,1995,La Campina,30,6
50,123200000,1997,La Cabanita,28,3
58,218200000,2021,Niquia,4,3
73,304100000,1995,Suarez,30,2
53,111500000,1987,La Cabanita,38,3
83,351800000,2000,Suarez,25,3
120,627100000,2015,Los Alamos,10,5
120,544100000,1997,El Mirador,28,4
45,94800000,1988,Paris,37,1
85,428300000,2017,Perez,8,4
44,125100000,2020,Nueva Jerusalén,5,2
53,173100000,2005,Bellavista,20,2
70,309500000,2017,San Antonio,8,4
71,254600000,1979,La Misericordia,46,2
80,334800000,2010,San Antonio,15,3
61,184600000,2001,El Ramal,24,4
61,190500000,2016,El Ramal,9,3
76,249800000,1984,Centro,41,4
60,169300000,2010,La Piedra,15,2
65,179100000,1995,Villa del Socorro,30,2
120,454200000,1990,El Carmelo,35,4
85,324700000,2000,Machado,25,4
78,258700000,1990,La Estrella,35,3
76,283000000,1999,La Estrella,26,2
57,191300000,2020,El Ramal,5,2
65,191100000,2009,El Ramal,16,2
70,216400000,1973,Centro,52,4
72,280600000,1995,La Estrella,30,4
68,277500000,2000,La Misericordia,25,4
71,235400000,1986,San Antonio,39,2
60,179700000,2006,La Piedra,19,3
75,306500000,2005,Centro,20,4
48,165500000,2019,El Convento,6,2
120,601500000,2015,San Isidro,10,5
72,307500000,2007,La Estrella,18,2
76,348200000,2011,Machado,14,3
83,336100000,2007,Machado,18,3
65,151700000,1970,El Ramal,55,2
180,936600000,2002,Villa Tina,23,4
57,170700000,2010,El Convento,15,2
84,343200000,2005,La Estrella,20,4
59,215200000,2023,El Ramal,2,2
83,337800000,2005,San Antonio,20,3
60,196900000,2016,El Ramal,9,3
61,166200000,1999,El Convento,26,4
75,333600000,2015,La Estrella,10,3
57,192600000,2022,El Ramal,3,3
58,193700000,2022,El Convento,3,2
78,330100000,2006,Machado,19,4
53,196700000,2023,Villa del Socorro,2,3
71,314100000,2016,Centro,9,4
58,168900000,2009,La Piedra,16,3
75,305400000,2005,Machado,20,2
74,340900000,2022,San Antonio,3,4
154,809700000,2001,Yarumito,24,6
77,340100000,2014,Centro,11,4
120,492400000,1997,San Isidro,28,5
74,252600000,1984,Centro,41,2
64,147500000,1982,El Rio,43,3
56,143700000,1993,El Rio,32,3
120,476200000,1992,Villa Elena,33,3
60,138500000,1980,San Andres,45,3
78,341300000,2015,Centro,10,4
85,401500000,2015,Montecarlo,10,4
120,533200000,2003,Villa Elena,22,3
80,392400000,2024,Centro,1,2
56,176100000,2013,Cordoba,12,3
76,285000000,1996,Girardota,29,3
70,325100000,2019,Girardota,6,2
120,608800000,2019,Montecarlo,6,4
59,166800000,2003,Cordoba,22,3
55,173400000,2016,La Ye,9,3
55,152800000,1997,El Rio,28,2
59,161900000,1992,La Ye,33,2
53,145400000,2006,La Ye,19,3
57,179900000,2013,El Rio,12,2
120,512500000,2005,Villa Elena,20,5
80,294300000,1998,Chaparral,27,3
55,178200000,2013,San Andres,12,2
49,115700000,1989,Cordoba,36,3
60,160000000,1998,Cordoba,27,2
65,169400000,2000,Cordoba,25,2
91,436600000,2014,El Pedregal,11,4
63,203200000,2011,El Rio,14,3
59,183900000,2011,San Andres,14,3
64,189200000,2007,Cordoba,18,2
128,651200000,2006,El Tabor,19,3
61,190400000,2012,La Ye,13,4
63,193300000,2015,El Rio,10,2
120,516800000,2009,Villa Elena,16,4
72,362000000,2023,Girardota,2,4
63,195000000,2011,La Ye,14,4
62,307700000,2020,Villa Elena,5,2
58,192800000,2018,Cordoba,7,3
64,185100000,2006,San Andres,19,3
82,380600000,2020,Girardota,5,3
105,722300000,2009,San Jose,16,3
67,441800000,2019,Santa Marta,6,4
78,408900000,1992,El Rodeo,33,2
161,1319600000,2018,El Mirador,7,4
74,387900000,1994,Centro,31,4
77,443200000,2004,Santa Marta,21,2
322,2815600000,2015,Alto de Calasanz,10,5
85,509700000,2009,La Tablaza,16,4
204,1668800000,2008,Cerro Verde,17,4
180,1220600000,1993,Alto Bonito,32,5
77,494700000,2018,El Rodeo,7,2
74,338400000,1985,Santa Marta,40,4
70,398500000,2002,El Rodeo,23,3
180,1330200000,2007,Santa Ana,18,4
74,339600000,1983,Centro,42,3
180,1448400000,2020,Santa Ana,5,5
118,788100000,2015,El Corazon,10,3
80,414800000,1998,La Ferreria,27,4
120,711900000,2001,San Jose,24,4
173,1353800000,2017,La Inmaculada,8,4
120,784800000,2015,San Jose,10,5
78,382900000,1989,La Tablaza,36,3
79,435800000,2001,La Ferreria,24,4
85,442600000,2010,La Selva,15,3
111,515500000,2003,San Fernando,22,3
81,386400000,2015,Centro,10,4
57,174600000,2008,Santa Ana,17,3
92,356700000,1990,La Chinca,35,4
65,181000000,2000,Santa Ana,25,2
120,688000000,2023,El Crucero,2,5
75,354500000,2015,Salento,10,3
60,187500000,2004,El Raizal,21,2
180,1086600000,2013,Loma del Viento,12,4
72,329100000,2016,Centro,9,2
53,179700000,2017,Primavera,8,3
62,181400000,1992,Primavera,33,4
72,302200000,2001,La Selva,24,4
55,190500000,2012,La Quiebra,13,3
65,222600000,2013,Primavera,12,3
54,129500000,1975,Santa Ana,50,2
71,315300000,2013,Centro,12,4
58,194500000,2013,El Raizal,12,3
85,358300000,2008,La Valeria,17,3
85,398700000,2012,La Valeria,13,4
60,201400000,2011,Santa Ana,14,2
88,441200000,2015,San Fernando,10,4
